CLIENT_ID;SEX;CHILD_FLAG;REALTY_FLAG;ACCOUNTS_FLAG;E_MAIL_FLAG;DCI;PROFIT_FAMILY;UCI;FOREIGN_PASSPORT_FLAG;STANDING_IN_MONTHS_LAST;EDUCATION;TRANSPORT_AMOUNT;Target
350;1;0;1;0;1;13980.0000;13980.0000;0.0000;0;0;4;0;1
351;1;0;1;0;0;6124.7998;26124.8008;8000.0000;0;8;5;0;1
352;1;0;1;0;0;28744.7793;40000.0000;0.0000;0;26;6;0;1
353;0;1;0;0;0;4977.8398;4977.8398;0.0000;0;96;6;0;1
354;0;1;1;0;0;16742.5391;36742.5391;0.0000;0;198;4;1;1
355;0;1;1;0;0;10498.5996;15398.5996;4900.0000;0;111;6;0;1
356;1;1;0;0;0;21750.0000;35000.0000;0.0000;0;45;5;0;1
357;0;0;1;0;1;17097.0000;17097.0000;0.0000;0;24;4;0;1
358;0;1;1;0;0;10199.2402;28000.0000;0.0000;0;91;5;0;1
359;1;0;1;1;0;0.0000;15000.0000;0.0000;0;0;4;0;1
360;1;0;0;0;0;11029.5000;11029.5000;0.0000;0;38;5;0;1
361;1;0;0;0;0;8523.6104;10523.6104;2000.0000;0;12;5;0;1
362;0;1;0;0;0;5860.0000;35000.0000;0.0000;1;59;5;0;1
363;0;1;0;0;0;22533.6602;57000.0000;0.0000;0;111;5;0;1
364;0;0;1;1;1;0.0000;10000.0000;0.0000;0;0;4;0;1
365;1;0;0;0;0;22259.2500;22259.2500;9571.3896;0;13;4;1;1
366;1;0;0;0;1;15658.3604;16758.3594;1100.0000;0;12;5;0;1
367;0;0;1;0;0;18614.3594;35000.0000;0.0000;0;122;5;0;1
368;0;1;0;0;0;16264.0898;17000.0000;0.0000;0;30;6;0;1
369;1;0;1;0;0;6525.0000;6525.0000;0.0000;0;48;3;1;1
370;1;1;0;0;0;16641.0000;25000.0000;0.0000;0;54;3;0;1
371;1;0;0;0;1;8897.5000;13897.5000;5000.0000;0;21;5;0;1
372;1;0;0;1;1;0.0000;170000.0000;0.0000;0;0;6;0;1
373;0;1;1;0;0;10126.3604;25000.0000;0.0000;0;78;5;0;1
374;1;0;1;0;1;15007.5000;15007.5000;0.0000;0;35;4;0;1
375;0;1;0;0;0;15500.5000;39000.0000;3480.0000;0;19;5;0;1
376;0;1;1;0;0;55410.3008;120000.0000;0.0000;0;21;4;0;1
377;0;0;0;0;0;4334.3599;25000.0000;0.0000;0;19;6;0;1
378;0;0;1;0;0;102498.3125;402498.3125;300000.0000;1;109;5;2;1
379;1;1;0;0;0;6293.3999;30000.0000;10000.0000;0;11;6;0;1
380;0;1;1;0;0;9264.7695;19264.7695;10000.0000;0;15;5;0;1
381;1;0;0;0;1;9993.3398;17000.0000;7006.6602;0;12;6;0;1
382;1;0;0;0;0;11840.8096;11840.8096;0.0000;0;14;5;0;1
383;0;1;1;0;0;5481.8999;20481.9004;15000.0000;0;38;5;0;1
384;1;0;1;0;1;11291.5996;11291.5996;0.0000;0;23;4;0;1
385;0;0;1;0;0;30450.0000;159140.0000;0.0000;0;77;5;0;1
386;0;1;1;0;0;15660.0000;54660.0000;3000.0000;0;67;3;0;1
387;0;0;0;0;0;10900.0000;10900.0000;0.0000;0;14;5;0;1
388;1;0;1;0;0;38217.0117;70000.0000;0.0000;0;9;3;0;1
389;1;0;1;1;0;0.0000;20000.0000;0.0000;0;0;5;0;1
390;0;1;1;0;1;9752.1904;39752.0000;0.0000;0;19;5;0;1
391;0;1;0;0;0;4920.2798;20000.0000;0.0000;0;7;6;0;1
392;0;0;1;0;0;10749.9502;10749.9502;0.0000;0;34;4;0;1
393;1;1;1;0;0;23310.0605;59000.0000;0.0000;0;102;5;1;1
394;1;1;1;0;0;9756.4199;20000.0000;0.0000;0;18;6;1;1
395;1;0;1;0;0;16449.5098;16449.5098;0.0000;0;29;6;0;1
396;1;1;1;0;0;13953.3398;30000.0000;0.0000;0;19;4;0;1
397;0;0;1;0;0;7056.9102;27000.0000;0.0000;0;10;5;0;1
398;1;1;1;0;0;12874.3203;16000.0000;0.0000;0;32;5;1;1
399;0;1;0;1;0;0.0000;50000.0000;0.0000;1;0;3;0;1
400;0;0;1;0;0;22620.0000;22620.0000;0.0000;1;10;3;0;1
401;1;1;0;0;0;17529.1309;32529.1309;0.0000;0;156;5;1;1
402;1;0;1;0;0;104400.0000;104400.0000;0.0000;0;29;5;2;1
403;0;0;1;0;1;20414.0000;20000.0000;0.0000;0;15;4;0;1
404;0;1;0;0;0;47006.0391;80000.0000;0.0000;0;257;3;0;1
405;0;0;0;1;1;0.0000;40000.0000;8000.0000;0;0;4;0;1
406;1;1;1;0;1;80040.0000;140000.0000;0.0000;0;22;3;0;1
407;1;0;1;0;1;18829.2891;20000.0000;0.0000;0;14;3;0;1
408;1;1;1;0;0;17785.3809;37785.3789;0.0000;0;96;5;0;1
409;1;0;1;1;0;0.0000;20000.0000;0.0000;0;14;6;0;1
410;1;0;1;0;1;19843.8301;27900.0000;8000.0000;0;6;5;0;1
411;1;0;0;0;0;26271.0996;26213.0996;0.0000;0;18;5;0;1
412;0;1;0;0;1;23235.4902;50000.0000;0.0000;0;61;3;0;1
413;1;1;1;0;0;43500.0000;75000.0000;8700.0000;0;28;3;1;1
414;0;0;0;0;0;6552.5200;8000.0000;0.0000;0;9;5;0;1
415;1;0;0;0;0;8604.2998;8604.2998;0.0000;1;30;4;0;1
416;0;1;0;0;1;5199.2798;30000.0000;5000.0000;0;11;5;0;1
417;0;0;0;0;0;12013.6201;16013.6201;4000.0000;0;8;5;0;1
418;1;0;0;1;0;0.0000;31769.0801;25000.0000;0;0;4;0;1
419;1;0;1;0;0;25552.4395;35000.0000;0.0000;0;28;3;1;1
420;0;1;1;0;0;10611.8203;45000.0000;0.0000;0;25;5;0;1
421;1;0;0;0;0;38394.8906;38394.8906;0.0000;0;12;5;0;1
422;0;0;0;0;0;21915.8105;21915.8105;0.0000;0;16;3;0;1
423;0;1;1;0;0;13102.9404;13102.9404;0.0000;0;60;3;0;1
424;1;0;0;0;0;6935.5200;9935.5195;3000.0000;0;43;5;0;1
425;1;1;1;0;0;20010.0000;20010.0000;0.0000;0;23;3;1;1
426;1;0;0;0;1;32054.8809;35000.0000;0.0000;0;14;4;0;1
427;1;0;0;0;0;21139.0000;21139.0000;0.0000;0;60;3;0;1
428;1;0;1;0;1;98528.6719;98528.6719;0.0000;1;143;5;0;1
429;1;0;0;0;1;34594.2188;34594.2188;0.0000;1;59;3;1;1
430;1;0;0;0;1;60781.8281;95000.0000;0.0000;0;13;3;0;1
431;0;1;1;0;0;6963.4302;13000.0000;5000.0000;0;9;5;0;1
432;0;0;0;0;1;18042.7891;20000.0000;0.0000;0;16;4;1;1
433;1;0;0;0;0;22283.4902;32283.4609;10000.0000;0;17;4;2;1
434;1;1;0;0;0;10759.7402;18500.0000;0.0000;0;25;5;0;1
435;0;1;0;0;0;13219.9004;35000.0000;0.0000;0;49;3;0;1
436;1;0;0;0;0;18241.8301;18241.8301;0.0000;0;62;5;1;1
437;0;0;0;0;0;4653.5000;22000.0000;0.0000;0;24;5;0;1
438;0;1;1;0;0;6861.6802;45000.0000;0.0000;0;207;3;0;1
439;0;1;0;0;0;6902.3501;9902.3496;3000.0000;0;14;5;0;1
440;0;1;0;0;1;18663.1992;60000.0000;0.0000;0;29;3;1;1
441;1;0;1;0;1;15596.8301;36000.0000;20000.0000;0;34;6;1;1
442;0;1;0;0;0;19674.0000;32674.0000;0.0000;0;74;5;0;1
443;0;1;0;0;0;9340.2100;30000.0000;0.0000;0;48;5;0;1
444;0;0;0;0;0;17400.0000;20000.0000;0.0000;0;12;5;0;1
445;1;0;1;0;0;26100.0000;26100.0000;0.0000;0;12;3;0;1
446;1;0;0;0;0;18219.4902;18219.4902;0.0000;1;6;3;0;1
447;0;0;0;0;0;20480.8008;20480.8008;0.0000;0;24;4;0;1
448;0;1;0;0;0;10820.6797;36320.0000;13500.0000;0;126;5;0;1
449;0;0;1;0;0;5849.8901;20000.0000;0.0000;0;17;5;0;1
450;1;1;0;0;0;34762.6016;62762.6016;0.0000;0;84;5;1;1
451;1;0;1;1;0;0.0000;12500.0000;5000.0000;0;9;6;0;1
452;0;0;0;1;0;0.0000;13000.0000;0.0000;0;0;6;0;1
453;1;0;1;0;0;130500.0000;130500.0000;0.0000;0;6;3;0;1
454;1;0;1;0;0;20776.1699;20776.1699;0.0000;0;15;5;0;1
455;1;0;0;0;0;33495.0000;33495.0000;0.0000;1;44;5;0;1
456;0;1;0;0;0;20698.8301;20698.8301;0.0000;1;110;4;0;1
457;1;0;0;0;0;21438.5898;2143859.0000;0.0000;0;17;6;0;1
458;0;0;1;0;0;26100.0000;26100.0000;0.0000;1;10;3;0;1
459;1;0;1;1;0;0.0000;105000.0000;0.0000;0;0;3;0;1
460;0;1;0;0;0;10349.3301;48349.3281;0.0000;0;12;5;0;1
461;0;1;0;0;0;19443.4199;38000.0000;3000.0000;0;36;4;0;1
462;0;0;0;0;0;11501.3096;11501.3096;0.0000;1;34;3;0;1
463;0;1;0;0;1;23077.4102;28077.4102;5000.0000;0;112;5;1;1
464;1;1;1;0;0;34800.0000;60000.0000;0.0000;0;32;5;1;1
465;0;1;0;0;1;57489.6016;150000.0000;0.0000;1;23;3;0;1
466;0;1;1;0;1;19912.1797;34912.1797;5000.0000;0;21;3;0;1
467;1;0;0;0;1;16739.7793;16739.0000;0.0000;0;42;3;0;1
468;1;1;0;0;0;11845.4004;32000.0000;0.0000;0;10;3;0;1
469;0;1;1;0;0;19425.2402;45000.0000;0.0000;0;12;3;0;1
470;1;1;0;0;0;22706.0000;27706.0000;5000.0000;0;39;5;1;1
471;1;0;0;0;0;17696.1191;30000.0000;0.0000;0;13;6;0;1
472;1;0;1;0;0;17988.3301;17988.3301;0.0000;0;14;5;0;1
473;1;0;0;0;0;7655.2798;12655.2803;5000.0000;0;38;5;1;1
474;1;1;0;0;0;17443.7305;50000.0000;0.0000;0;145;5;1;1
475;0;0;0;0;1;12603.0898;12603.0898;0.0000;1;13;5;0;1
476;0;1;0;0;0;8639.3896;18639.3906;0.0000;0;28;7;0;1
477;0;1;1;0;0;9782.3799;9782.3799;0.0000;0;41;6;0;1
478;1;0;0;0;0;6786.0000;6700.0000;0.0000;0;60;5;1;1
479;1;1;1;0;1;104407.3984;115000.0000;0.0000;1;109;3;0;1
480;0;0;0;0;0;7951.0801;7951.0801;0.0000;0;17;5;0;1
481;1;0;0;0;1;79605.0000;115000.0000;20000.0000;1;43;3;0;1
482;0;1;1;0;0;5811.7402;5811.7402;0.0000;0;82;3;0;1
483;1;0;1;0;0;14790.0000;25000.0000;0.0000;0;7;5;3;1
484;1;0;0;0;1;10481.4199;30481.4199;20000.0000;0;15;3;0;1
485;1;0;1;0;1;5900.9199;27300.0000;23000.0000;0;17;4;0;1
486;0;0;0;0;0;1948.0000;25000.0000;9392.8896;0;15;4;0;1
487;1;1;0;0;1;31957.4102;48708.0391;0.0000;0;22;6;0;1
488;0;1;1;0;1;23780.0000;85780.0000;22000.0000;0;13;3;0;1
489;0;0;0;0;0;13050.0000;25000.0000;10000.0000;0;25;3;0;1
490;1;0;1;0;1;24607.8301;20000.0000;0.0000;0;36;3;0;1
491;1;0;1;0;0;9025.5000;6500.0000;0.0000;0;40;4;0;1
492;1;0;1;1;0;0.0000;17199.8906;6016.8901;0;36;4;0;1
493;0;0;1;0;1;40020.0000;30000.0000;0.0000;0;47;5;0;1
494;1;0;0;0;0;12480.2998;12480.2998;0.0000;0;23;5;0;1
495;1;0;0;1;0;0.0000;4025.0000;0.0000;0;6;5;0;1
496;1;1;0;0;0;6355.9302;25555.0000;7200.0000;0;28;5;0;1
497;1;0;1;0;0;6731.0498;11731.0498;5000.0000;0;8;5;0;1
498;1;0;0;0;1;8700.0000;18700.0000;10000.0000;0;37;4;0;1
499;1;0;0;0;0;8700.0000;28700.0000;20000.0000;0;59;4;-1;1
500;0;1;0;0;0;11903.6699;26903.6699;0.0000;0;95;5;0;1
501;0;1;1;0;0;27494.0293;62497.0312;0.0000;0;13;3;0;1
502;1;0;0;0;0;12008.2803;21000.0000;0.0000;0;6;5;0;1
503;1;1;1;0;0;8708.3496;20000.0000;5000.0000;0;11;5;0;1
504;0;0;0;0;0;8659.8604;8659.8604;0.0000;0;16;5;0;1
505;1;1;1;0;0;20010.0000;60000.0000;20000.0000;1;11;3;1;1
506;1;1;1;0;0;51025.5000;100000.0000;0.0000;0;42;5;1;1
507;0;1;0;0;0;8061.9600;9000.0000;0.0000;1;62;6;0;1
508;1;0;0;0;0;13738.9004;13738.9004;0.0000;0;15;6;0;1
509;0;1;0;0;0;3861.6399;20000.0000;0.0000;0;35;6;0;1
510;1;0;1;0;0;12953.0400;12953.0400;0.0000;0;18;5;0;1
511;0;1;0;0;0;6084.4902;7000.0000;0.0000;0;24;5;0;1
512;1;0;1;0;0;15462.0000;15462.0000;0.0000;0;36;5;0;1
513;0;0;0;0;0;8478.1504;8478.1504;0.0000;0;8;6;0;1
514;1;1;0;1;0;0.0000;35000.0000;0.0000;0;0;3;1;1
515;1;0;0;0;1;31273.5605;52273.5586;21000.0000;0;16;2;0;1
516;1;0;1;0;0;37410.0000;60000.0000;0.0000;0;14;5;0;1
517;1;0;0;1;0;0.0000;20000.0000;0.0000;0;0;6;0;1
518;0;0;0;0;0;7486.2100;18000.0000;0.0000;0;78;5;0;1
519;1;1;0;1;0;0.0000;30000.0000;0.0000;0;57;5;0;1
520;0;0;1;0;1;9727.0801;13500.0000;0.0000;0;25;4;0;1
521;0;0;1;0;0;39150.0000;56000.0000;0.0000;0;8;4;0;1
522;0;1;1;0;0;4760.6099;28760.6094;9000.0000;0;18;5;0;1
523;0;0;0;1;1;0.0000;140000.0000;130000.0000;1;0;5;2;1
524;0;1;1;0;0;43500.0000;43500.0000;0.0000;1;14;3;0;1
525;1;1;1;0;0;9601.3398;50000.0000;25000.0000;1;6;2;1;1
526;0;1;0;0;1;13572.0000;48500.0000;5000.0000;0;9;5;0;1
527;1;0;0;0;1;10112.0498;18914.0391;7000.0000;0;30;5;0;1
528;0;0;0;0;0;5647.4102;15000.0000;0.0000;0;122;5;0;1
529;1;1;0;0;0;8365.7197;45000.0000;11000.0000;0;38;6;0;1
530;1;0;1;0;0;26992.1699;2699217.0000;0.0000;0;14;6;0;1
531;0;1;0;0;0;8423.0000;41423.0000;7000.0000;0;27;3;0;1
532;0;1;1;0;0;21750.0000;35000.0000;0.0000;0;48;6;1;1
533;1;1;1;0;0;11520.8398;80000.0000;50000.0000;0;46;6;1;1
534;0;1;1;0;0;31626.6602;51626.6602;0.0000;0;7;5;0;1
535;0;0;1;0;0;7123.5601;17123.5605;0.0000;0;71;6;0;1
536;1;0;1;1;1;0.0000;10474.9199;0.0000;0;0;4;0;1
537;1;0;0;0;0;8700.0000;8700.0000;0.0000;0;17;3;1;1
538;0;0;0;0;0;3939.6499;6939.6499;3000.0000;0;12;4;0;1
539;1;0;0;1;0;0.0000;25000.0000;0.0000;0;0;5;0;1
540;1;1;1;0;0;14263.2402;40000.0000;0.0000;1;98;5;1;1
541;1;1;0;0;0;13420.0801;18420.0801;15000.0000;0;14;5;0;1
542;1;0;1;0;1;22883.7305;22883.7305;0.0000;0;85;3;0;1
543;1;1;1;0;0;17075.7793;53000.0000;0.0000;0;85;5;2;1
544;0;1;0;0;0;11189.6699;11189.6699;0.0000;0;56;3;0;1
545;1;0;0;0;0;18574.5391;18574.5391;0.0000;0;59;5;0;1
546;1;1;1;0;0;5220.0000;50220.0000;45000.0000;1;7;2;0;1
547;0;0;0;0;0;4202.5801;4202.5801;0.0000;0;8;6;0;1
548;0;1;1;0;1;9837.0801;29837.0801;0.0000;0;65;3;0;1
549;0;1;1;0;0;8650.3301;8650.3301;0.0000;0;277;4;0;1
550;1;-1;0;0;0;0.0000;0.0000;0.0000;0;0;6;0;1
551;1;0;0;0;0;37982.0000;37982.0000;0.0000;0;49;3;0;1
552;1;0;0;1;0;0.0000;16000.0000;3000.0000;0;0;5;0;1
553;1;0;1;0;0;10657.2197;10657.2197;0.0000;0;60;6;0;1
554;0;0;0;0;0;5053.6299;5053.6299;0.0000;0;9;6;0;1
555;1;0;1;0;0;17432.4609;51000.0000;16000.0000;0;54;5;0;1
556;1;0;0;0;1;40846.4102;40846.4102;0.0000;0;17;3;0;1
557;1;1;0;0;0;10831.7002;98000.0000;0.0000;0;65;3;0;1
558;1;1;0;0;0;37813.2109;40000.0000;0.0000;0;18;6;0;1
559;0;1;1;0;0;16234.9004;16200.0000;0.0000;0;51;5;0;1
560;1;0;1;0;0;10648.9102;40000.0000;15000.0000;0;11;5;0;1
561;1;1;1;0;0;11084.8896;19084.8906;0.0000;0;53;6;1;1
562;0;0;1;1;0;0.0000;19000.0000;0.0000;0;0;5;0;1
563;1;1;1;1;0;0.0000;32000.0000;15000.0000;0;87;5;1;1
564;0;1;0;0;0;9748.5996;25740.0000;6000.0000;1;60;5;0;1
565;1;0;0;0;0;21826.5703;21826.5703;0.0000;0;8;5;0;1
566;1;1;0;0;0;25770.2207;38760.0000;0.0000;0;14;7;0;1
567;0;0;0;0;1;21774.7500;85000.0000;0.0000;0;62;3;1;1
568;0;0;1;0;0;5116.2598;11000.0000;5000.0000;0;59;3;0;1
569;0;0;0;0;1;18251.5898;20000.0000;0.0000;0;15;4;0;1
570;0;1;0;0;0;9912.3604;24920.0000;0.0000;0;60;5;0;1
571;1;0;0;0;0;9463.0000;9463.0000;0.0000;0;0;4;0;1
572;1;0;0;0;1;16619.6992;25000.0000;0.0000;0;33;5;1;1
573;1;0;0;0;1;35851.3984;65000.0000;0.0000;0;18;3;0;1
574;1;0;1;0;0;22856.7207;22856.7207;0.0000;0;256;5;1;1
575;1;0;1;0;1;20256.9004;50000.0000;0.0000;0;41;3;0;1
576;1;0;1;0;0;3810.7800;13810.7803;10000.0000;0;13;5;1;1
577;1;1;0;0;0;9714.2197;25000.0000;0.0000;0;60;6;0;1
578;1;0;0;0;0;5910.7900;5910.7900;0.0000;0;36;5;0;1
579;0;0;0;0;0;9565.6299;30000.0000;0.0000;0;27;3;0;1
580;1;1;0;0;0;11533.3398;20000.0000;0.0000;0;40;5;0;1
581;1;0;0;0;0;9666.0703;9666.0703;0.0000;0;12;4;0;1
582;1;0;1;1;0;0.0000;20037.3008;0.0000;0;11;5;0;1
583;1;1;0;0;0;18438.7891;18438.7891;0.0000;0;26;3;0;1
584;1;0;0;0;0;15660.0000;80000.0000;50000.0000;0;28;5;0;1
585;1;0;0;0;1;3300.0000;3300.0000;0.0000;0;0;4;0;1
586;0;1;0;1;1;0.0000;39500.0000;3000.0000;0;0;6;0;1
587;1;1;0;0;0;20010.0000;20010.0000;0.0000;0;9;4;1;1
588;1;0;0;0;0;5039.8301;30039.8301;25000.0000;0;336;5;1;1
589;1;0;0;0;0;8038.7998;9240.0000;0.0000;0;7;5;0;1
590;0;1;1;0;0;10154.4199;50000.0000;0.0000;0;174;5;0;1
591;0;1;0;0;0;6085.6699;25000.0000;1500.0000;0;16;4;0;1
592;1;1;1;0;0;22374.6699;35374.6719;0.0000;0;22;5;2;1
593;1;0;0;0;1;17941.0000;17941.0000;0.0000;0;12;6;0;1
594;0;0;0;1;0;0.0000;9000.0000;0.0000;0;0;5;0;1
595;0;1;1;0;0;19374.4707;40000.0000;0.0000;0;120;3;0;1
596;0;1;1;0;0;32841.1797;32841.1797;0.0000;0;13;3;0;1
597;1;0;0;1;0;0.0000;12500.0000;0.0000;0;6;6;0;1
598;0;1;0;0;0;16194.8203;21694.8203;5000.0000;0;84;5;0;1
599;1;0;0;0;0;7614.6602;40000.0000;0.0000;0;27;4;1;1
600;1;1;0;0;0;25787.9395;31587.9395;0.0000;0;61;5;0;1
601;0;0;0;0;0;5582.5000;6400.0000;0.0000;0;6;5;0;1
602;0;1;1;0;0;8700.0000;13700.0000;5000.0000;0;60;5;0;1
603;1;0;1;0;0;12898.9600;12898.9600;0.0000;0;17;5;0;1
604;0;1;0;0;0;14279.2197;14279.2197;0.0000;0;15;6;0;1
605;0;0;0;0;0;6566.7998;6566.7998;0.0000;0;14;6;0;1
606;1;0;0;0;0;18394.5508;30000.0000;0.0000;0;24;3;1;1
607;1;0;0;0;0;16883.4297;15000.0000;0.0000;0;9;5;0;1
608;1;1;0;0;0;38998.6406;51000.0000;0.0000;1;33;3;1;1
609;0;1;1;0;0;40101.7383;90101.7422;0.0000;0;101;3;0;1
610;0;1;0;0;0;27090.3496;77090.3516;0.0000;0;53;3;0;1
611;1;0;0;0;0;35670.3398;35670.3398;0.0000;0;47;5;1;1
612;1;1;0;0;0;8238.7100;9000.0000;0.0000;0;13;5;0;1
613;1;0;0;1;0;0.0000;80000.0000;5000.0000;0;0;4;0;1
614;1;0;1;0;0;7310.6499;7310.6499;0.0000;0;12;5;0;1
615;1;0;0;0;0;13422.1904;15000.0000;0.0000;0;60;5;0;1
616;1;0;0;0;0;12180.0000;14000.0000;0.0000;0;15;6;0;1
617;1;1;0;0;0;20226.1699;20226.1699;0.0000;0;10;6;0;1
618;1;0;0;0;0;25230.0000;25230.0000;0.0000;1;24;4;0;1
619;0;1;1;0;0;4021.5100;25000.0000;8900.0000;0;10;5;0;1
620;1;0;1;0;1;34652.5195;34652.5195;0.0000;0;24;3;0;1
621;1;0;0;0;0;13343.9902;13343.9902;0.0000;0;17;4;1;1
622;1;0;1;0;0;4731.1299;4731.0000;0.0000;0;20;6;0;1
623;0;0;0;0;0;22815.6309;26000.0000;0.0000;0;7;5;1;1
624;1;1;0;0;1;21750.0000;40000.0000;5000.0000;0;36;6;0;1
625;0;0;1;1;0;4873.0000;14873.0000;4873.0000;0;7;4;0;1
626;1;1;0;0;0;65236.7500;90000.0000;0.0000;0;15;6;0;1
627;1;0;0;0;1;16333.0000;16333.0000;0.0000;0;15;6;0;1
628;0;1;1;0;0;9309.0000;15000.0000;0.0000;0;29;5;0;1
629;1;0;1;0;0;29422.0000;29422.0000;0.0000;0;48;5;0;1
630;0;1;1;0;0;16957.4492;26957.4492;10000.0000;0;12;5;0;1
631;0;1;1;0;1;5022.1499;75022.1484;10000.0000;0;37;4;0;1
632;1;0;0;0;1;27098.5996;27098.5996;0.0000;0;18;5;0;1
633;1;0;0;0;0;20984.9395;20984.9395;0.0000;0;18;4;1;1
634;1;1;1;0;0;20844.9297;23844.9297;0.0000;0;27;4;0;1
635;0;0;1;0;0;4785.0000;45000.0000;10000.0000;0;36;5;0;1
636;1;0;0;0;0;19736.5996;19763.5996;0.0000;0;6;5;0;1
637;0;1;1;0;0;8355.4004;40000.0000;0.0000;0;9;4;1;1
638;0;1;1;0;0;5234.0000;25234.0000;20000.0000;1;94;3;0;1
639;0;0;1;0;0;7338.5898;22000.0000;0.0000;0;12;5;0;1
640;1;0;1;0;0;8070.0801;8070.0801;0.0000;0;44;5;0;1
641;0;1;1;0;0;6034.1401;25000.0000;0.0000;0;128;5;0;1
642;1;0;0;0;0;41760.0000;41760.0000;0.0000;0;14;3;0;1
643;1;1;1;0;0;52983.0000;52983.0000;0.0000;0;13;3;1;1
644;1;0;0;0;0;47212.0000;60000.0000;0.0000;0;32;5;0;1
645;0;0;0;0;1;4480.5601;9480.5596;5000.0000;0;31;5;0;1
646;1;1;1;0;0;18834.6309;53834.6289;15000.0000;0;41;5;1;1
647;1;0;0;1;0;0.0000;42000.0000;0.0000;0;0;5;0;1
648;1;0;0;0;0;7012.6699;10012.6699;3000.0000;0;14;5;0;1
649;1;0;1;0;1;9004.5000;9004.5000;0.0000;0;12;5;0;1
650;0;1;0;1;1;0.0000;50000.0000;0.0000;0;0;3;0;1
651;1;0;1;0;0;22925.5391;22925.5391;0.0000;0;138;5;1;1
652;1;1;1;0;0;7995.6699;51995.6719;19000.0000;0;44;6;1;1
653;1;0;0;0;1;22707.0000;22707.0000;0.0000;0;9;6;0;1
654;0;1;1;0;0;21415.0508;80000.0000;20000.0000;0;60;5;0;1
655;1;0;0;0;0;22738.0898;22712.4805;0.0000;0;11;4;0;1
656;1;1;0;0;0;14813.5898;40000.0000;0.0000;0;17;5;-2;1
657;0;0;1;0;0;16581.3594;42000.0000;0.0000;0;21;6;0;1
658;1;0;0;0;1;53302.1602;53302.1602;0.0000;0;15;3;0;1
659;0;0;1;0;0;13434.6504;13434.6504;0.0000;0;10;5;0;1
660;1;1;1;0;0;8339.2100;8339.2100;0.0000;0;10;5;0;1
661;0;0;0;0;0;10550.0596;10550.0596;0.0000;0;25;6;0;1
662;1;1;1;0;0;75690.0000;120000.0000;0.0000;0;65;5;1;1
663;1;0;0;0;1;4699.1001;560.0000;0.0000;0;30;6;0;1
664;1;0;0;0;1;58072.5000;58072.5000;0.0000;0;16;4;0;1
665;0;0;1;0;1;21990.0703;46990.0703;0.0000;0;42;3;0;1
666;1;1;1;0;0;6960.0000;39000.0000;10000.0000;0;19;5;0;1
667;0;0;1;0;0;3822.2000;3822.2000;0.0000;0;131;6;0;1
668;1;0;0;0;0;20911.5508;25911.5508;5000.0000;0;60;5;0;1
669;1;1;1;0;0;36948.4414;50000.0000;0.0000;0;192;5;0;1
670;1;1;0;0;0;35250.0000;40000.0000;0.0000;1;28;4;1;1
671;1;1;0;1;1;0.0000;30000.0000;0.0000;0;0;6;0;1
672;0;0;1;0;0;1984.0000;6000.0000;0.0000;0;42;6;0;1
673;0;0;1;0;0;211008.0000;211008.0000;0.0000;0;77;3;0;1
674;0;1;1;0;0;6347.3901;26347.3906;0.0000;0;47;6;0;1
675;1;1;0;0;0;16302.8398;16302.8398;0.0000;0;7;6;0;1
676;0;1;1;0;0;8487.0000;27000.0000;0.0000;0;12;6;0;1
677;1;0;1;0;1;33355.4609;49355.4609;0.0000;0;48;3;0;1
678;0;0;1;0;0;500.0000;20500.0000;20000.0000;0;48;5;0;1
679;0;1;0;0;0;7131.0000;7131.0000;0.0000;0;41;5;0;1
680;0;0;0;0;0;8238.6299;8238.6299;0.0000;0;9;6;0;1
681;1;0;1;0;0;9457.0000;9457.0000;0.0000;0;30;5;0;1
682;1;0;0;0;1;10440.0000;55440.0000;45000.0000;0;33;3;0;1
683;0;0;1;0;0;15949.2803;19000.0000;0.0000;0;29;3;0;1
684;1;0;1;1;0;0.0000;16000.0000;0.0000;0;0;5;0;1
685;0;0;0;1;0;9111.5000;9500.0000;0.0000;0;10;5;0;1
686;0;1;0;0;1;47371.0000;80000.0000;0.0000;0;18;4;0;1
687;0;0;0;0;1;10440.0000;10440.0000;0.0000;0;9;4;0;1
688;1;1;0;0;0;4045.5000;29045.5000;25000.0000;0;13;5;0;1
689;0;1;0;0;0;5376.7998;5376.0000;0.0000;0;60;5;0;1
690;0;1;0;0;0;7685.8901;7685.8901;0.0000;0;70;5;0;1
691;0;0;1;0;1;23717.6406;23717.6406;0.0000;0;13;4;0;1
692;0;1;1;0;0;7995.8301;25000.0000;0.0000;0;181;5;0;1
693;1;0;0;0;0;8954.3301;16500.0000;0.0000;0;16;5;0;1
694;1;0;0;1;0;0.0000;15000.0000;0.0000;0;22;6;0;1
695;1;0;0;0;1;13707.0000;50000.0000;0.0000;0;0;6;0;1
696;1;0;0;0;0;23185.9102;23185.9102;0.0000;0;8;6;0;1
697;0;1;0;0;0;5540.0000;5540.0000;0.0000;0;19;5;0;1
698;0;1;1;0;0;26805.6797;26805.6797;0.0000;0;318;3;0;1
699;0;1;0;0;1;5293.2500;5293.2500;0.0000;0;54;6;0;1
700;1;1;0;0;1;58386.3984;89000.0000;0.0000;0;161;5;1;1
701;1;0;1;0;1;34800.0000;49800.0000;15000.0000;0;8;5;0;1
702;1;0;0;0;0;16633.7500;16633.7500;0.0000;0;54;4;0;1
